DP,DPNOM,AÑO,ÁREA GEOGRÁFICA,Población
95.0,Guaviare,2029.0,Centros Poblados y Rural Disperso,49.942
95.0,Guaviare,2029.0,Total,113.335
95.0,Guaviare,2030.0,Cabecera,64.574
95.0,Guaviare,2030.0,Centros Poblados y Rural Disperso,51.161
95.0,Guaviare,2030.0,Total,115.735
95.0,Guaviare,2031.0,Cabecera,65.696
95.0,Guaviare,2031.0,Centros Poblados y Rural Disperso,52.404
95.0,Guaviare,2031.0,Total,118.100
95.0,Guaviare,2032.0,Cabecera,66.803
95.0,Guaviare,2032.0,Centros Poblados y Rural Disperso,53.623
95.0,Guaviare,2032.0,Total,120.426
95.0,Guaviare,2033.0,Cabecera,67.879
95.0,Guaviare,2033.0,Centros Poblados y Rural Disperso,54.825
95.0,Guaviare,2033.0,Total,122.704
95.0,Guaviare,2034.0,Cabecera,68.912
95.0,Guaviare,2034.0,Centros Poblados y Rural Disperso,56.030
95.0,Guaviare,2034.0,Total,124.942
95.0,Guaviare,2035.0,Cabecera,69.898
95.0,Guaviare,2035.0,Centros Poblados y Rural Disperso,57.243
95.0,Guaviare,2035.0,Total,127.141
95.0,Guaviare,2036.0,Total,129.291
95.0,Guaviare,2037.0,Total,131.399
95.0,Guaviare,2038.0,Total,133.469
95.0,Guaviare,2039.0,Total,135.492
95.0,Guaviare,2040.0,Total,137.466
95.0,Guaviare,2041.0,Total,139.398
95.0,Guaviare,2042.0,Total,141.296
95.0,Guaviare,2043.0,Total,143.151
95.0,Guaviare,2044.0,Total,144.957
95.0,Guaviare,2045.0,Total,146.724
95.0,Guaviare,2046.0,Total,148.458
95.0,Guaviare,2047.0,Total,150.157
95.0,Guaviare,2048.0,Total,151.813
95.0,Guaviare,2049.0,Total,153.431
95.0,Guaviare,2050.0,Total,155.021
97.0,Vaupés,2020.0,Cabecera,12.482
97.0,Vaupés,2020.0,Centros Poblados y Rural Disperso,30.706
97.0,Vaupés,2020.0,Total,43.188
97.0,Vaupés,2021.0,Cabecera,12.708
97.0,Vaupés,2021.0,Centros Poblados y Rural Disperso,31.670
97.0,Vaupés,2021.0,Total,44.378
97.0,Vaupés,2022.0,Cabecera,12.918
97.0,Vaupés,2022.0,Centros Poblados y Rural Disperso,32.661
97.0,Vaupés,2022.0,Total,45.579
97.0,Vaupés,2023.0,Cabecera,13.139
97.0,Vaupés,2023.0,Centros Poblados y Rural Disperso,33.638
97.0,Vaupés,2023.0,Total,46.777
97.0,Vaupés,2024.0,Cabecera,13.336
97.0,Vaupés,2024.0,Centros Poblados y Rural Disperso,34.625
97.0,Vaupés,2024.0,Total,47.961
97.0,Vaupés,2025.0,Cabecera,13.514
97.0,Vaupés,2025.0,Centros Poblados y Rural Disperso,35.628
97.0,Vaupés,2025.0,Total,49.142
97.0,Vaupés,2026.0,Cabecera,13.679
97.0,Vaupés,2026.0,Centros Poblados y Rural Disperso,36.643
97.0,Vaupés,2026.0,Total,50.322
97.0,Vaupés,2027.0,Cabecera,13.836
97.0,Vaupés,2027.0,Centros Poblados y Rural Disperso,37.670
97.0,Vaupés,2027.0,Total,51.506
97.0,Vaupés,2028.0,Cabecera,13.995
97.0,Vaupés,2028.0,Centros Poblados y Rural Disperso,38.699
97.0,Vaupés,2028.0,Total,52.694
97.0,Vaupés,2029.0,Cabecera,14.132
97.0,Vaupés,2029.0,Centros Poblados y Rural Disperso,39.754
97.0,Vaupés,2029.0,Total,53.886
97.0,Vaupés,2030.0,Cabecera,14.261
97.0,Vaupés,2030.0,Centros Poblados y Rural Disperso,40.822
97.0,Vaupés,2030.0,Total,55.083
97.0,Vaupés,2031.0,Cabecera,14.363
97.0,Vaupés,2031.0,Centros Poblados y Rural Disperso,41.919
97.0,Vaupés,2031.0,Total,56.282
97.0,Vaupés,2032.0,Cabecera,14.458
97.0,Vaupés,2032.0,Centros Poblados y Rural Disperso,43.027
97.0,Vaupés,2032.0,Total,57.485
97.0,Vaupés,2033.0,Cabecera,14.534
97.0,Vaupés,2033.0,Centros Poblados y Rural Disperso,44.153
97.0,Vaupés,2033.0,Total,58.687
97.0,Vaupés,2034.0,Cabecera,14.598
97.0,Vaupés,2034.0,Centros Poblados y Rural Disperso,45.285
97.0,Vaupés,2034.0,Total,59.883
97.0,Vaupés,2035.0,Cabecera,14.637
97.0,Vaupés,2035.0,Centros Poblados y Rural Disperso,46.437
97.0,Vaupés,2035.0,Total,61.074
97.0,Vaupés,2036.0,Total,62.254
97.0,Vaupés,2037.0,Total,63.423
97.0,Vaupés,2038.0,Total,64.576
97.0,Vaupés,2039.0,Total,65.704
97.0,Vaupés,2040.0,Total,66.812
97.0,Vaupés,2041.0,Total,67.905
97.0,Vaupés,2042.0,Total,68.985
97.0,Vaupés,2043.0,Total,70.055
97.0,Vaupés,2044.0,Total,71.115
97.0,Vaupés,2045.0,Total,72.160
97.0,Vaupés,2046.0,Total,73.192
97.0,Vaupés,2047.0,Total,74.220
97.0,Vaupés,2048.0,Total,75.243
97.0,Vaupés,2049.0,Total,76.256
97.0,Vaupés,2050.0,Total,77.256
99.0,Vichada,2020.0,Cabecera,29.106
99.0,Vichada,2020.0,Centros Poblados y Rural Disperso,86.090
99.0,Vichada,2020.0,Total,115.196
99.0,Vichada,2021.0,Cabecera,29.298
99.0,Vichada,2021.0,Centros Poblados y Rural Disperso,88.972
99.0,Vichada,2021.0,Total,118.270
99.0,Vichada,2022.0,Cabecera,29.700
99.0,Vichada,2022.0,Centros Poblados y Rural Disperso,91.242
99.0,Vichada,2022.0,Total,120.942
99.0,Vichada,2023.0,Cabecera,29.940
99.0,Vichada,2023.0,Centros Poblados y Rural Disperso,93.364
99.0,Vichada,2023.0,Total,123.304
99.0,Vichada,2024.0,Cabecera,30.319
99.0,Vichada,2024.0,Centros Poblados y Rural Disperso,95.158
99.0,Vichada,2024.0,Total,125.477
99.0,Vichada,2025.0,Cabecera,30.662
99.0,Vichada,2025.0,Centros Poblados y Rural Disperso,96.805
99.0,Vichada,2025.0,Total,127.467
99.0,Vichada,2026.0,Cabecera,30.969
99.0,Vichada,2026.0,Centros Poblados y Rural Disperso,98.335
99.0,Vichada,2026.0,Total,129.304
99.0,Vichada,2027.0,Cabecera,31.168
99.0,Vichada,2027.0,Centros Poblados y Rural Disperso,99.901
99.0,Vichada,2027.0,Total,131.069
99.0,Vichada,2028.0,Cabecera,31.431
99.0,Vichada,2028.0,Centros Poblados y Rural Disperso,101.339
99.0,Vichada,2028.0,Total,132.770
99.0,Vichada,2029.0,Cabecera,31.677
99.0,Vichada,2029.0,Centros Poblados y Rural Disperso,102.744
99.0,Vichada,2029.0,Total,134.421
99.0,Vichada,2030.0,Cabecera,31.891
99.0,Vichada,2030.0,Centros Poblados y Rural Disperso,104.145
99.0,Vichada,2030.0,Total,136.036
99.0,Vichada,2031.0,Cabecera,32.029
99.0,Vichada,2031.0,Centros Poblados y Rural Disperso,105.597
99.0,Vichada,2031.0,Total,137.626
99.0,Vichada,2032.0,Cabecera,32.238
99.0,Vichada,2032.0,Centros Poblados y Rural Disperso,106.944
99.0,Vichada,2032.0,Total,139.182
99.0,Vichada,2033.0,Cabecera,32.420
99.0,Vichada,2033.0,Centros Poblados y Rural Disperso,108.264
99.0,Vichada,2033.0,Total,140.684
99.0,Vichada,2034.0,Cabecera,32.579
99.0,Vichada,2034.0,Centros Poblados y Rural Disperso,109.556
99.0,Vichada,2034.0,Total,142.135
99.0,Vichada,2035.0,Cabecera,32.659
99.0,Vichada,2035.0,Centros Poblados y Rural Disperso,110.879
99.0,Vichada,2035.0,Total,143.538
99.0,Vichada,2036.0,Total,144.886
99.0,Vichada,2037.0,Total,146.170
99.0,Vichada,2038.0,Total,147.394
99.0,Vichada,2039.0,Total,148.564
99.0,Vichada,2040.0,Total,149.678
99.0,Vichada,2041.0,Total,150.730
99.0,Vichada,2042.0,Total,151.722
99.0,Vichada,2043.0,Total,152.663
99.0,Vichada,2044.0,Total,153.547
99.0,Vichada,2045.0,Total,154.376
99.0,Vichada,2046.0,Total,155.150
99.0,Vichada,2047.0,Total,155.867
99.0,Vichada,2048.0,Total,156.528
99.0,Vichada,2049.0,Total,157.136
99.0,Vichada,2050.0,Total,157.691
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
